filename,width,height,class,xmin,ymin,xmax,ymax
00412.jpg,1024,1024,bodysurface,138,439,274,676
00412.jpg,1024,1024,coupe,53,338,925,733
00412.jpg,1024,1024,hood,296,436,892,580
00412.jpg,1024,1024,fender,776,446,916,536
00419.jpg,1024,1024,aero,130,562,223,586
00419.jpg,1024,1024,wheel,522,585,635,735
00419.jpg,1024,1024,wheel,71,586,157,710
00419.jpg,1024,1024,mirror,265,495,327,531
00419.jpg,1024,1024,rearlamp,687,527,965,554
00419.jpg,1024,1024,diffuser,699,600,974,712
00419.jpg,1024,1024,rearbumper,603,566,974,710
00419.jpg,1024,1024,dlo,274,460,597,525
00419.jpg,1024,1024,spoiler,694,509,966,538
00419.jpg,1024,1024,bodysurface,190,526,506,697
00419.jpg,1024,1024,fender,492,502,715,613
00419.jpg,1024,1024,fender,61,537,238,613
00419.jpg,1024,1024,rocker,170,643,523,706
00419.jpg,1024,1024,coupe,54,446,974,749
00420.jpg,1024,1024,headlamp,421,591,595,661
00420.jpg,1024,1024,headlamp,891,581,945,647
00420.jpg,1024,1024,grill,570,639,932,790
00420.jpg,1024,1024,dlo,173,459,298,541
00420.jpg,1024,1024,aero,154,474,206,539
00420.jpg,1024,1024,mirror,175,494,297,540
00420.jpg,1024,1024,mirror,686,489,734,534
00420.jpg,1024,1024,wheel,311,625,386,820
00420.jpg,1024,1024,wheel,52,605,96,754
00420.jpg,1024,1024,aero,270,584,332,624
00420.jpg,1024,1024,aero,426,692,570,806
00420.jpg,1024,1024,aero,901,682,957,791
00420.jpg,1024,1024,hood,311,532,948,672
00420.jpg,1024,1024,opening,739,542,793,561
00420.jpg,1024,1024,opening,470,546,584,565
00420.jpg,1024,1024,rocker,107,659,313,778
00420.jpg,1024,1024,fender,287,540,465,639
00420.jpg,1024,1024,fender,44,514,156,634
00420.jpg,1024,1024,coupe,45,434,960,839
00420.jpg,1024,1024,frontbumper,383,640,960,811
00421.jpg,1024,1024,wheel,762,684,890,812
00421.jpg,1024,1024,wheel,168,678,297,809
00421.jpg,1024,1024,aero,261,658,391,680
00421.jpg,1024,1024,diffuser,925,718,984,789
00421.jpg,1024,1024,rearbumper,882,685,985,792
00421.jpg,1024,1024,rearlamp,916,641,977,663
00421.jpg,1024,1024,spoiler,919,622,985,646
00421.jpg,1024,1024,mirror,412,594,501,633
00421.jpg,1024,1024,rocker,317,734,741,794
00421.jpg,1024,1024,fender,686,613,950,696
00421.jpg,1024,1024,fender,115,622,380,712
00421.jpg,1024,1024,bodysurface,324,625,733,794
00421.jpg,1024,1024,headlamp,68,658,156,700
00421.jpg,1024,1024,grill,37,693,71,782
00421.jpg,1024,1024,aero,64,720,128,787
00421.jpg,1024,1024,frontbumper,36,703,157,799
00421.jpg,1024,1024,coupe-convertible,38,566,984,823
00422.jpg,1024,1024,wheel,633,454,723,670
00422.jpg,1024,1024,wheel,949,467,989,610
00422.jpg,1024,1024,mirror,760,330,882,377
00422.jpg,1024,1024,mirror,331,316,376,343
00422.jpg,1024,1024,headlamp,398,401,598,465
00422.jpg,1024,1024,headlamp,54,371,104,434
00422.jpg,1024,1024,aero,709,407,784,449
00422.jpg,1024,1024,rocker,716,514,941,620
00422.jpg,1024,1024,bodysurface,741,366,931,615
00422.jpg,1024,1024,fender,898,374,996,486
00422.jpg,1024,1024,fender,549,366,764,530
00422.jpg,1024,1024,grill,48,434,417,611
00422.jpg,1024,1024,aero,412,506,575,645
00422.jpg,1024,1024,aero,34,486,73,581
00422.jpg,1024,1024,hood,49,325,711,476
00422.jpg,1024,1024,frontbumper,34,457,656,657
00422.jpg,1024,1024,opening,419,354,552,370
00422.jpg,1024,1024,opening,235,344,271,357
00422.jpg,1024,1024,coupe-convertible,33,277,996,694
00424.jpg,1024,1024,wheel,902,583,966,728
00424.jpg,1024,1024,wheel,525,565,621,740
00424.jpg,1024,1024,aero,598,531,685,566
00424.jpg,1024,1024,mirror,665,460,785,501
00424.jpg,1024,1024,mirror,311,450,355,478
00424.jpg,1024,1024,grill,69,559,358,689
00424.jpg,1024,1024,headlamp,342,528,496,577
00424.jpg,1024,1024,headlamp,70,512,112,560
00424.jpg,1024,1024,aero,356,610,480,707
00424.jpg,1024,1024,aero,57,592,93,685
00424.jpg,1024,1024,fender,835,487,971,585
00424.jpg,1024,1024,fender,460,490,672,617
00424.jpg,1024,1024,hood,74,476,629,595
00424.jpg,1024,1024,bodysurface,630,497,877,710
00424.jpg,1024,1024,opening,209,481,251,495
00424.jpg,1024,1024,opening,366,486,469,502
00424.jpg,1024,1024,coupe-convertible,58,407,976,753
00425.jpg,1024,1024,wheel,492,514,589,669
00425.jpg,1024,1024,wheel,870,502,934,623
00425.jpg,1024,1024,mirror,637,408,738,443
00425.jpg,1024,1024,aero,559,482,648,513
00425.jpg,1024,1024,headlamp,327,489,463,538
00425.jpg,1024,1024,headlamp,109,481,146,531
00425.jpg,1024,1024,grill,106,528,343,636
00425.jpg,1024,1024,aero,334,572,457,647
00425.jpg,1024,1024,aero,102,572,132,639
00425.jpg,1024,1024,frontbumper,103,537,492,657
00425.jpg,1024,1024,fender,828,418,944,504
00425.jpg,1024,1024,bodysurface,595,444,842,636
00425.jpg,1024,1024,fender,409,441,626,539
00425.jpg,1024,1024,opening,350,455,463,468
00425.jpg,1024,1024,opening,233,451,277,468
00425.jpg,1024,1024,hood,105,440,615,551
00425.jpg,1024,1024,mirror,341,410,377,441
00425.jpg,1024,1024,coupe-convertible,103,364,948,680
00428.jpg,1024,1024,dlo,352,588,751,657
00428.jpg,1024,1024,aero,219,686,344,711
00428.jpg,1024,1024,rearlamp,891,663,984,687
00428.jpg,1024,1024,spoiler,923,647,989,682
00428.jpg,1024,1024,diffuser,908,729,985,819
00428.jpg,1024,1024,rearbumper,844,708,990,821
00428.jpg,1024,1024,wheel,725,715,855,847
00428.jpg,1024,1024,wheel,127,708,254,837
00428.jpg,1024,1024,fender,650,637,909,723
00428.jpg,1024,1024,fender,83,659,345,734
00428.jpg,1024,1024,headlamp,45,689,117,723
00428.jpg,1024,1024,aero,46,745,95,814
00428.jpg,1024,1024,frontbumper,32,724,124,823
00428.jpg,1024,1024,bodysurface,274,654,698,818
00428.jpg,1024,1024,rocker,269,753,709,823
00428.jpg,1024,1024,coupe,31,579,991,855
00428.jpg,1024,1024,mirror,372,620,456,657
00429.jpg,1024,1024,rearlamp,580,614,926,639
00429.jpg,1024,1024,diffuser,590,690,937,791
00429.jpg,1024,1024,dlo,262,541,530,608
00429.jpg,1024,1024,mirror,243,573,289,607
00429.jpg,1024,1024,wheel,444,676,532,820
00429.jpg,1024,1024,wheel,93,666,162,798
00429.jpg,1024,1024,aero,141,641,215,662
00429.jpg,1024,1024,spoiler,600,591,927,624
00429.jpg,1024,1024,rearbumper,510,632,940,794
00429.jpg,1024,1024,rocker,174,727,462,784
00429.jpg,1024,1024,bodysurface,179,605,429,787
00429.jpg,1024,1024,fender,411,583,608,689
00429.jpg,1024,1024,fender,83,613,228,719
00429.jpg,1024,1024,coupe,81,526,940,837
00430.jpg,1024,1024,rearlamp,57,624,490,649
00430.jpg,1024,1024,diffuser,44,707,484,843
00430.jpg,1024,1024,rearbumper,46,644,570,843
00430.jpg,1024,1024,wheel,544,692,633,867
00430.jpg,1024,1024,wheel,871,675,954,813
00430.jpg,1024,1024,aero,837,643,908,676
00430.jpg,1024,1024,rocker,631,749,873,816
00430.jpg,1024,1024,dlo,524,528,786,614
00430.jpg,1024,1024,mirror,741,572,822,614
00430.jpg,1024,1024,fender,817,617,948,677
00430.jpg,1024,1024,fender,383,587,668,702
00430.jpg,1024,1024,bodysurface,623,606,866,800
00430.jpg,1024,1024,coupe,45,514,959,887
00434.jpg,1024,1024,rearlamp,712,600,769,633
00434.jpg,1024,1024,rearlamp,927,598,974,627
00434.jpg,1024,1024,wheel,493,643,563,749
00434.jpg,1024,1024,wheel,118,632,174,724
00434.jpg,1024,1024,aero,180,596,238,618
00434.jpg,1024,1024,dlo,281,483,545,562
00434.jpg,1024,1024,aero,547,517,590,560
00434.jpg,1024,1024,bodysurface,215,563,461,732
00434.jpg,1024,1024,rearbumper,572,650,988,723
00434.jpg,1024,1024,fender,435,557,676,641
00434.jpg,1024,1024,fender,67,558,250,640
00434.jpg,1024,1024,coupe,51,468,987,779
00436.jpg,1024,1024,wheel,439,559,541,674
00436.jpg,1024,1024,wheel,813,446,892,532
00436.jpg,1024,1024,aero,788,439,843,462
00436.jpg,1024,1024,dlo,498,380,768,462
00436.jpg,1024,1024,mirror,728,397,775,438
00436.jpg,1024,1024,rearlamp,225,523,363,580
00436.jpg,1024,1024,rearlamp,131,446,151,493
00436.jpg,1024,1024,fender,334,458,599,581
00436.jpg,1024,1024,fender,784,402,903,452
00436.jpg,1024,1024,bodysurface,557,424,811,618
00436.jpg,1024,1024,frontbumper,122,474,445,667
00436.jpg,1024,1024,diffuser,123,523,334,670
00436.jpg,1024,1024,coupe,123,317,903,685
00440.jpg,1024,1024,wheel,334,641,416,820
00440.jpg,1024,1024,wheel,50,669,102,824
00440.jpg,1024,1024,aero,289,605,338,631
00440.jpg,1024,1024,mirror,204,521,318,569
00440.jpg,1024,1024,mirror,720,516,772,556
00440.jpg,1024,1024,dlo,169,484,325,573
00440.jpg,1024,1024,aero,496,707,616,761
00440.jpg,1024,1024,aero,913,696,947,742
00440.jpg,1024,1024,opening,621,713,902,776
00440.jpg,1024,1024,grill,610,629,910,691
00440.jpg,1024,1024,headlamp,448,585,620,641
00440.jpg,1024,1024,headlamp,866,579,940,636
00440.jpg,1024,1024,hood,363,545,887,643
00440.jpg,1024,1024,frontbumper,412,660,953,801
00440.jpg,1024,1024,fender,44,575,162,695
00440.jpg,1024,1024,fender,314,558,477,682
00440.jpg,1024,1024,bodysurface,124,572,331,796
00440.jpg,1024,1024,coupe,41,459,955,841
00451.jpg,1024,1024,rearlamp,692,542,738,598
00451.jpg,1024,1024,rearlamp,941,539,975,581
00451.jpg,1024,1024,rearbumper,528,590,985,682
00451.jpg,1024,1024,wheel,456,611,533,733
00451.jpg,1024,1024,wheel,89,598,145,697
00451.jpg,1024,1024,opening,173,621,223,658
00451.jpg,1024,1024,opening,501,472,570,525
00451.jpg,1024,1024,dlo,276,431,526,529
00451.jpg,1024,1024,fender,48,527,229,589
00451.jpg,1024,1024,fender,420,520,637,630
00451.jpg,1024,1024,bodysurface,160,521,422,701
00451.jpg,1024,1024,frontbumper,36,589,84,653
00451.jpg,1024,1024,coupe,36,418,986,767
00452.jpg,1024,1024,wheel,756,631,845,722
00452.jpg,1024,1024,wheel,228,627,319,719
00452.jpg,1024,1024,dlo,285,487,568,566
00452.jpg,1024,1024,opening,628,640,691,682
00452.jpg,1024,1024,headlamp,887,580,941,635
00452.jpg,1024,1024,frontbumper,864,625,955,695
00452.jpg,1024,1024,fender,662,561,904,624
00452.jpg,1024,1024,fender,135,554,379,638
00452.jpg,1024,1024,bodysurface,346,565,693,696
00452.jpg,1024,1024,rearbumper,53,610,231,684
00452.jpg,1024,1024,rearlamp,68,576,82,604
00452.jpg,1024,1024,coupe,55,481,954,745
00453.jpg,1024,1024,headlamp,573,539,688,621
00453.jpg,1024,1024,headlamp,869,535,943,605
00453.jpg,1024,1024,grill,619,632,934,681
00453.jpg,1024,1024,opening,606,515,774,542
00453.jpg,1024,1024,frontbumper,530,607,962,709
00453.jpg,1024,1024,wheel,446,612,526,741
00453.jpg,1024,1024,wheel,117,595,167,694
00453.jpg,1024,1024,opening,341,625,386,671
00453.jpg,1024,1024,dlo,178,428,325,525
00453.jpg,1024,1024,opening,144,474,169,519
00453.jpg,1024,1024,bodysurface,178,520,410,699
00453.jpg,1024,1024,fender,407,516,590,613
00453.jpg,1024,1024,fender,84,516,190,605
00453.jpg,1024,1024,rearbumper,44,576,108,651
00453.jpg,1024,1024,coupe,44,413,963,776
00453.jpg,1024,1024,hood,325,494,920,610
00454.jpg,1024,1024,wheel,730,562,846,678
00454.jpg,1024,1024,wheel,183,561,299,679
00454.jpg,1024,1024,aero,305,529,393,550
00454.jpg,1024,1024,rearlamp,888,504,944,528
00454.jpg,1024,1024,rearbumper,834,546,954,642
00454.jpg,1024,1024,aero,118,594,143,631
00454.jpg,1024,1024,frontbumper,112,564,173,647
00454.jpg,1024,1024,headlamp,126,534,184,555
00454.jpg,1024,1024,grill,113,552,124,594
00454.jpg,1024,1024,dlo,406,437,764,500
00454.jpg,1024,1024,mirror,398,483,432,501
00454.jpg,1024,1024,suv-coupe,112,428,951,695
00454.jpg,1024,1024,bodysurface,342,497,690,644
00454.jpg,1024,1024,fender,682,484,890,573
00454.jpg,1024,1024,fender,151,503,361,574
00458.jpg,1024,1024,headlamp,265,511,391,540
00458.jpg,1024,1024,foglamp,332,587,363,623
00458.jpg,1024,1024,grill,168,528,301,592
00458.jpg,1024,1024,hood,170,471,564,539
00458.jpg,1024,1024,wheel,419,546,527,675
00458.jpg,1024,1024,wheel,858,535,935,645
00458.jpg,1024,1024,dlo,603,403,846,468
00458.jpg,1024,1024,mirror,577,460,619,473
00458.jpg,1024,1024,aero,519,504,596,527
00458.jpg,1024,1024,frontbumper,168,562,396,645
00458.jpg,1024,1024,aero,769,411,859,459
00458.jpg,1024,1024,fender,777,457,965,519
00458.jpg,1024,1024,spoiler,919,464,960,489
00458.jpg,1024,1024,fender,340,474,591,563
00458.jpg,1024,1024,bodysurface,540,459,822,632
00458.jpg,1024,1024,hood,168,464,565,537
00458.jpg,1024,1024,suv-coupe,167,392,967,694
00458.jpg,1024,1024,rearlamp,947,476,958,499
00461.jpg,1024,1024,mirror,554,600,608,642
00461.jpg,1024,1024,headlamp,802,649,880,676
00461.jpg,1024,1024,wheel,703,699,806,801
00461.jpg,1024,1024,wheel,197,698,294,799
00461.jpg,1024,1024,grill,873,671,887,722
00461.jpg,1024,1024,aero,849,703,866,738
00461.jpg,1024,1024,frontbumper,797,686,887,773
00461.jpg,1024,1024,spoiler,172,538,269,568
00461.jpg,1024,1024,spoiler,96,583,150,626
00461.jpg,1024,1024,hood,629,590,880,661
00461.jpg,1024,1024,bodysurface,304,610,688,781
00461.jpg,1024,1024,dlo,231,549,618,629
00461.jpg,1024,1024,rearbumper,97,680,205,761
00461.jpg,1024,1024,rearlamp,97,608,172,645
00461.jpg,1024,1024,fender,133,605,331,701
00461.jpg,1024,1024,fender,620,629,852,689
00461.jpg,1024,1024,suv-coupe,97,517,892,810
00462.jpg,1024,1024,wheel,157,423,252,528
00462.jpg,1024,1024,wheel,650,400,761,514
00462.jpg,1024,1024,aero,808,392,850,445
00462.jpg,1024,1024,grill,848,361,922,421
00462.jpg,1024,1024,frontbumper,740,374,923,475
00462.jpg,1024,1024,headlamp,760,342,864,367
00462.jpg,1024,1024,mirror,484,297,569,327
00462.jpg,1024,1024,rearlamp,90,356,135,371
00462.jpg,1024,1024,rearbumper,86,378,163,491
00462.jpg,1024,1024,spoiler,163,275,216,296
00462.jpg,1024,1024,spoiler,90,333,131,357
00462.jpg,1024,1024,dlo,199,254,568,329
00462.jpg,1024,1024,aero,570,356,641,442
00462.jpg,1024,1024,hood,601,311,913,351
00462.jpg,1024,1024,bodysurface,278,327,631,491
00462.jpg,1024,1024,rocker,257,413,632,492
00462.jpg,1024,1024,fender,577,321,818,391
00462.jpg,1024,1024,fender,120,333,281,424
00462.jpg,1024,1024,suv-coupe,86,242,922,540
00463.jpg,1024,1024,wheel,461,549,525,666
00463.jpg,1024,1024,wheel,178,551,232,657
00463.jpg,1024,1024,aero,232,505,278,585
00463.jpg,1024,1024,rearbumper,500,497,857,626
00463.jpg,1024,1024,rearlamp,559,442,846,486
00463.jpg,1024,1024,mirror,278,441,316,474
00463.jpg,1024,1024,dlo,291,387,552,473
00463.jpg,1024,1024,spoiler,545,372,761,412
00463.jpg,1024,1024,spoiler,626,430,839,469
00463.jpg,1024,1024,bodysurface,263,471,456,638
00463.jpg,1024,1024,fender,415,456,573,546
00463.jpg,1024,1024,fender,168,475,290,579
00463.jpg,1024,1024,suv-coupe,168,370,858,682
00463.jpg,1024,1024,diffuser,587,555,855,625
00464.jpg,1024,1024,rearlamp,182,589,433,629
00464.jpg,1024,1024,spoiler,261,531,428,557
00464.jpg,1024,1024,spoiler,182,588,365,615
00464.jpg,1024,1024,rearbumper,173,647,476,753
00464.jpg,1024,1024,wheel,464,687,528,794
00464.jpg,1024,1024,wheel,746,678,796,769
00464.jpg,1024,1024,mirror,663,584,702,614
00464.jpg,1024,1024,dlo,446,537,692,612
00464.jpg,1024,1024,diffuser,176,714,442,759
00464.jpg,1024,1024,aero,704,634,744,707
00464.jpg,1024,1024,fender,706,610,804,681
00464.jpg,1024,1024,fender,396,591,562,677
00464.jpg,1024,1024,bodysurface,539,595,727,758
00464.jpg,1024,1024,suv-coupe,174,524,804,806
00465.jpg,1024,1024,wheel,443,623,516,750
00465.jpg,1024,1024,wheel,743,579,815,687
00465.jpg,1024,1024,mirror,667,483,704,517
00465.jpg,1024,1024,aero,708,543,752,627
00465.jpg,1024,1024,rearlamp,92,531,401,572
00465.jpg,1024,1024,spoiler,182,453,390,477
00465.jpg,1024,1024,spoiler,107,523,316,562
00465.jpg,1024,1024,rearbumper,90,616,456,720
00465.jpg,1024,1024,diffuser,94,673,428,719
00465.jpg,1024,1024,dlo,406,438,692,523
00465.jpg,1024,1024,fender,708,509,817,584
00465.jpg,1024,1024,fender,374,524,556,621
00465.jpg,1024,1024,bodysurface,533,511,734,704
00465.jpg,1024,1024,suv-coupe,90,422,822,769
00468.jpg,1024,1024,wheel,532,586,587,676
00468.jpg,1024,1024,wheel,288,589,336,673
00468.jpg,1024,1024,headlamp,615,549,678,599
00468.jpg,1024,1024,headlamp,835,525,875,571
00468.jpg,1024,1024,foglamp,680,596,714,624
00468.jpg,1024,1024,grill,743,589,858,630
00468.jpg,1024,1024,dlo,341,475,468,536
00468.jpg,1024,1024,mirror,437,502,467,536
00468.jpg,1024,1024,mirror,662,489,681,503
00468.jpg,1024,1024,opening,473,561,509,589
00468.jpg,1024,1024,fender,253,539,361,611
00468.jpg,1024,1024,fender,487,529,627,595
00468.jpg,1024,1024,bodysurface,346,534,520,659
00468.jpg,1024,1024,coupe,221,446,878,699
00469.jpg,1024,1024,wheel,490,560,533,641
00469.jpg,1024,1024,wheel,254,548,298,629
00469.jpg,1024,1024,dlo,311,441,434,512
00469.jpg,1024,1024,mirror,404,480,432,508
00469.jpg,1024,1024,mirror,607,478,633,496
00469.jpg,1024,1024,headlamp,564,537,623,577
00469.jpg,1024,1024,headlamp,766,528,801,575
00469.jpg,1024,1024,foglamp,621,579,661,611
00469.jpg,1024,1024,grill,676,584,784,617
00469.jpg,1024,1024,opening,434,532,466,556
00469.jpg,1024,1024,bodysurface,305,496,470,629
00469.jpg,1024,1024,fender,449,506,600,573
00469.jpg,1024,1024,fender,224,499,332,558
00469.jpg,1024,1024,coupe,185,426,803,666
00469.jpg,1024,1024,hood,467,494,751,534
00474.jpg,1024,1024,wheel,211,570,299,660
00474.jpg,1024,1024,wheel,720,577,808,667
00474.jpg,1024,1024,dlo,385,464,758,528
00474.jpg,1024,1024,mirror,412,503,443,528
00474.jpg,1024,1024,aero,315,551,385,567
00474.jpg,1024,1024,headlamp,144,559,189,575
00474.jpg,1024,1024,opening,146,603,173,634
00474.jpg,1024,1024,frontbumper,140,562,217,642
00474.jpg,1024,1024,rearbumper,801,570,940,644
00474.jpg,1024,1024,rearlamp,911,531,939,554
00474.jpg,1024,1024,bodysurface,349,524,691,650
00474.jpg,1024,1024,fender,672,513,856,593
00474.jpg,1024,1024,fender,170,527,360,590
00474.jpg,1024,1024,spoiler,895,516,939,544
00474.jpg,1024,1024,sedan,139,457,942,678
00477.jpg,1024,1024,wheel,464,603,523,723
00477.jpg,1024,1024,wheel,256,559,285,640
00477.jpg,1024,1024,mirror,312,501,344,527
00477.jpg,1024,1024,dlo,326,458,530,528
00477.jpg,1024,1024,diffuser,619,642,885,697
00477.jpg,1024,1024,frontbumper,514,597,899,698
00477.jpg,1024,1024,rearlamp,640,560,740,587
00477.jpg,1024,1024,rearlamp,872,550,900,576
00477.jpg,1024,1024,spoiler,617,532,899,571
00477.jpg,1024,1024,bodysurface,312,523,456,671
00477.jpg,1024,1024,fender,437,521,578,636
00477.jpg,1024,1024,fender,253,525,307,584
00477.jpg,1024,1024,aero,287,546,316,561
00477.jpg,1024,1024,sedan,251,449,904,738
00478.jpg,1024,1024,wheel,458,565,531,650
00478.jpg,1024,1024,wheel,838,562,897,638
00478.jpg,1024,1024,mirror,606,500,653,525
00478.jpg,1024,1024,dlo,583,470,843,525
00478.jpg,1024,1024,aero,542,542,605,559
00478.jpg,1024,1024,grill,294,558,356,608
00478.jpg,1024,1024,headlamp,348,556,432,577
00478.jpg,1024,1024,aero,353,603,416,629
00478.jpg,1024,1024,opening,304,612,359,628
00478.jpg,1024,1024,frontbumper,293,568,458,637
00478.jpg,1024,1024,fender,412,526,576,573
00478.jpg,1024,1024,fender,791,510,924,571
00478.jpg,1024,1024,bodysurface,564,518,811,632
00478.jpg,1024,1024,hood,298,513,554,565
00478.jpg,1024,1024,sedan,294,463,950,657
00485.jpg,1024,1024,mirror,506,564,581,600
00485.jpg,1024,1024,dlo,212,522,604,587
00485.jpg,1024,1024,wheel,775,645,904,775
00485.jpg,1024,1024,wheel,115,642,246,774
00485.jpg,1024,1024,rearlamp,18,585,79,626
00485.jpg,1024,1024,rearbumper,16,622,151,740
00485.jpg,1024,1024,frontbumper,913,664,1003,757
00485.jpg,1024,1024,headlamp,884,603,990,653
00485.jpg,1024,1024,aero,405,621,719,712
00485.jpg,1024,1024,aero,961,654,980,729
00485.jpg,1024,1024,bodysurface,285,589,735,755
00485.jpg,1024,1024,fender,704,591,952,691
00485.jpg,1024,1024,fender,41,568,307,670
00485.jpg,1024,1024,spoiler,30,560,83,590
00485.jpg,1024,1024,coupe,16,502,1004,789
00487.jpg,1024,1024,wheel,747,625,866,746
00487.jpg,1024,1024,wheel,150,625,271,745
00487.jpg,1024,1024,aero,286,594,379,619
00487.jpg,1024,1024,dlo,387,490,757,564
00487.jpg,1024,1024,mirror,412,530,495,566
00487.jpg,1024,1024,headlamp,57,601,123,631
00487.jpg,1024,1024,rearlamp,909,559,968,594
00487.jpg,1024,1024,rearbumper,848,606,979,712
00487.jpg,1024,1024,frontbumper,49,654,132,729
00487.jpg,1024,1024,spoiler,901,532,965,563
00487.jpg,1024,1024,fender,679,546,908,644
00487.jpg,1024,1024,fender,105,574,323,641
00487.jpg,1024,1024,bodysurface,311,554,709,727
00487.jpg,1024,1024,coupe,49,474,979,759
00489.jpg,1024,1024,headlamp,343,530,514,589
00489.jpg,1024,1024,headlamp,70,510,132,571
00489.jpg,1024,1024,grill,84,571,369,652
00489.jpg,1024,1024,opening,97,652,355,710
00489.jpg,1024,1024,wheel,575,557,659,732
00489.jpg,1024,1024,wheel,912,518,961,654
00489.jpg,1024,1024,mirror,699,418,820,464
00489.jpg,1024,1024,aero,661,506,718,542
00489.jpg,1024,1024,hood,82,446,659,582
00489.jpg,1024,1024,mirror,327,411,357,436
00489.jpg,1024,1024,dlo,694,369,853,465
00489.jpg,1024,1024,fender,878,413,969,523
00489.jpg,1024,1024,fender,469,474,684,573
00489.jpg,1024,1024,bodysurface,680,430,874,684
00489.jpg,1024,1024,frontbumper,63,592,563,728
00489.jpg,1024,1024,coupe,62,344,972,754
00490.jpg,1024,1024,wheel,308,589,394,772
00490.jpg,1024,1024,wheel,66,481,102,594
00490.jpg,1024,1024,mirror,143,417,186,454
00490.jpg,1024,1024,aero,110,463,137,486
00490.jpg,1024,1024,dlo,178,387,440,466
00490.jpg,1024,1024,bodysurface,128,442,306,679
00490.jpg,1024,1024,rearbumper,394,594,933,773
00490.jpg,1024,1024,rearlamp,506,561,715,624
00490.jpg,1024,1024,rearlamp,895,576,931,623
00490.jpg,1024,1024,spoiler,589,519,915,574
00490.jpg,1024,1024,fender,280,471,538,622
00490.jpg,1024,1024,fender,71,439,145,528
00490.jpg,1024,1024,coupe,64,373,933,793
00490.jpg,1024,1024,aero,616,729,905,772
00491.jpg,1024,1024,wheel,534,628,633,757
00491.jpg,1024,1024,wheel,74,625,178,741
00491.jpg,1024,1024,aero,155,592,218,617
00491.jpg,1024,1024,mirror,261,537,287,575
00491.jpg,1024,1024,rearbumper,617,600,968,723
00491.jpg,1024,1024,rearlamp,712,567,843,606
00491.jpg,1024,1024,rearlamp,936,561,961,595
00491.jpg,1024,1024,spoiler,757,524,945,559
00491.jpg,1024,1024,bodysurface,212,552,521,727
00491.jpg,1024,1024,fender,481,538,711,626
00491.jpg,1024,1024,aero,804,666,958,695
00491.jpg,1024,1024,fender,59,571,215,636
00491.jpg,1024,1024,dlo,250,489,594,568
00491.jpg,1024,1024,sedan,52,469,969,773
00493.jpg,1024,1024,aero,245,591,332,612
00493.jpg,1024,1024,wheel,777,612,904,739
00493.jpg,1024,1024,wheel,122,616,249,745
00493.jpg,1024,1024,headlamp,14,583,117,621
00493.jpg,1024,1024,foglamp,29,668,56,707
00493.jpg,1024,1024,mirror,376,534,453,570
00493.jpg,1024,1024,spoiler,906,504,1007,551
00493.jpg,1024,1024,rearlamp,968,551,1013,592
00493.jpg,1024,1024,rearbumper,879,590,1017,703
00493.jpg,1024,1024,bodysurface,298,538,748,716
00493.jpg,1024,1024,fender,693,525,951,629
00493.jpg,1024,1024,fender,69,566,290,652
00493.jpg,1024,1024,rocker,273,683,750,728
00493.jpg,1024,1024,dlo,360,479,786,561
00493.jpg,1024,1024,sedan,2,452,1016,756
00494.jpg,1024,1024,wheel,331,581,398,755
00494.jpg,1024,1024,wheel,90,542,129,677
00494.jpg,1024,1024,headlamp,431,543,602,611
00494.jpg,1024,1024,headlamp,823,531,882,604
00494.jpg,1024,1024,mirror,207,464,304,513
00494.jpg,1024,1024,mirror,680,459,721,497
00494.jpg,1024,1024,grill,584,606,861,706
00494.jpg,1024,1024,dlo,180,405,323,506
00494.jpg,1024,1024,foglamp,472,677,513,717
00494.jpg,1024,1024,foglamp,872,660,895,705
00494.jpg,1024,1024,frontbumper,403,625,901,751
00494.jpg,1024,1024,aero,297,539,334,571
00494.jpg,1024,1024,opening,427,497,546,521
00494.jpg,1024,1024,opening,685,496,740,516
00494.jpg,1024,1024,hood,359,483,856,614
00494.jpg,1024,1024,fender,91,469,169,555
00494.jpg,1024,1024,fender,322,508,455,621
00494.jpg,1024,1024,bodysurface,143,472,332,721
00494.jpg,1024,1024,sedan,89,383,901,773
00500.jpg,1024,1024,wheel,287,623,416,768
00500.jpg,1024,1024,wheel,866,590,951,704
00500.jpg,1024,1024,mirror,537,523,623,560
00500.jpg,1024,1024,dlo,506,454,847,544
00500.jpg,1024,1024,aero,419,583,506,608
00500.jpg,1024,1024,headlamp,107,585,259,634
00500.jpg,1024,1024,grill,23,604,104,672
00500.jpg,1024,1024,grill,26,670,96,718
00500.jpg,1024,1024,frontbumper,22,623,284,749
00500.jpg,1024,1024,rearbumper,949,583,1003,665
00500.jpg,1024,1024,hood,26,511,456,622
00500.jpg,1024,1024,fender,799,499,989,604
00500.jpg,1024,1024,fender,207,557,481,656
00500.jpg,1024,1024,bodysurface,436,521,843,725
00500.jpg,1024,1024,sedan,25,432,1006,779
00510.jpg,1024,1024,wheel,407,540,519,701
00510.jpg,1024,1024,wheel,76,496,125,621
00510.jpg,1024,1024,mirror,260,418,363,463
00510.jpg,1024,1024,headlamp,531,491,707,563
00510.jpg,1024,1024,headlamp,867,483,926,549
00510.jpg,1024,1024,grill,693,551,919,610
00510.jpg,1024,1024,grill,708,627,909,672
00510.jpg,1024,1024,frontbumper,506,568,932,689
00510.jpg,1024,1024,hood,414,443,901,561
